Course Letter,Course Number,Avg_Responses,Avg_Enrolled,Avg_Q1,Avg_Q2,Avg_Q3,Avg_Q4,Avg_Q5,Avg_Q6,Avg_Q7,Avg_Q8,Avg_Q9,Avg_AllQs
FINA,310,10,65,1.36666666666667,1.3,1.33333333333333,2.06666666666667,2.93333333333333,1.36666666666667,1.36666666666667,1.33333333333333,1.33333333333333,1.27407407407407
FINA,311,11,50,1.2,1.4,1.3,1.6,3,1.4,1.8,1.6,1.4,1.3
FREN,101,14,52,1.15,1.2,1.4,1.45,2.85,1.25,1.5,1.25,1.4,1.17777777777778
FREN,102,10,27,1.1,1.2,1.2,1.5,3,1.2,1.2,1.3,1.2,1.1
FREN,201,14,52,1.7,1.3,1.9,1.4,2.95,2,2.2,1.95,1.8,1.58333333333333
FREN,202,16,39,1.3,1.4,1.45,1.65,2.95,2,1.95,1.6,1.85,1.46666666666667
FREN,301,9.66666666666667,31.3333333333333,1.86666666666667,1.83333333333333,1.76666666666667,1.86666666666667,2.96666666666667,2,2.13333333333333,1.93333333333333,2.53333333333333,1.77037037037037
FREN,302,8,21,1.55,1.65,1.6,2.2,3,1.75,1.85,1.55,1.65,1.53333333333333
FREN,331,4,14,1,1.2,1.2,1.2,2.8,1,1,1.2,1.2,1
FREN,332,5,10,1.8,1.3,2.3,1.8,3,1.7,2,2,2.3,1.68888888888889
FREN,333,4.5,13.5,1.4,2.05,1.5,1.9,2.95,1.65,1.75,1.75,1.4,1.48888888888889
GAME,201,3,24.5,1.5,1.25,1.75,1.35,2.85,2.25,1.5,1.75,1.75,1.45555555555556
GAME,202,10.5,43,2.7,2.25,1.75,1.8,2,1.55,1.95,1.65,2.5,1.79444444444444
GAME,204,7,33,1.1,1.1,1.1,1.1,3,1.1,1.5,1.2,1,1.02222222222222
GAME,301,2,8,1.5,1.5,1.5,1.5,2,1,2,1.5,2,1.38888888888889
GEOG,112,41.3333333333333,244.333333333333,1.7,1.6,1.85,1.83333333333333,3.01666666666667,1.65,1.83333333333333,1.7,2.01666666666667,1.57592592592593
GEOG,114,46,210.857142857143,1.22857142857143,1.2,1.61428571428571,1.87142857142857,2.98571428571429,1.51428571428571,1.64285714285714,1.47142857142857,1.55714285714286,1.34444444444444
GEOG,212,31.1666666666667,128.666666666667,1.81666666666667,1.58333333333333,1.75,1.98333333333333,2.96666666666667,1.76666666666667,1.9,1.68333333333333,2.1,1.62037037037037
GEOG,214,18.375,100.75,1.5875,1.6125,1.675,1.7375,2.9875,1.6875,1.6875,1.5875,1.7375,1.47916666666667
GEOG,215,15.25,98.625,1.475,1.5375,1.425,2.375,2.875,1.4875,1.8,1.5375,1.775,1.49027777777778
GEOG,217,15.4,68.2,1.44,1.54,1.44,1.76,2.78,1.68,2.12,1.74,2,1.52444444444444
GEOG,220,7.66666666666667,39.5,1.76666666666667,1.63333333333333,1.61666666666667,2.21666666666667,2.98333333333333,1.35,1.65,1.43333333333333,1.81666666666667,1.49814814814815
GEOG,222,11.3333333333333,31.5,1.63333333333333,1.86666666666667,1.7,2.46666666666667,2.86666666666667,1.43333333333333,1.71666666666667,1.5,1.71666666666667,1.55925925925926
GEOG,224,12,53,1.6,1.63333333333333,1.83333333333333,2.2,3,1.36666666666667,1.7,1.5,1.96666666666667,1.53333333333333
GEOG,312,33.3333333333333,83.6666666666667,1.2,1.2,1.36666666666667,1.36666666666667,2.9,1.43333333333333,1.6,1.36666666666667,1.56666666666667,1.23333333333333
GEOG,313,11,33,1.8,1.8,1.3,1.8,3,1.4,1.3,1.2,1.6,1.35555555555556
GEOG,314,14.625,59.375,1.425,1.35,1.5875,1.525,2.925,1.6375,1.75,1.5625,1.675,1.39027777777778
GEOG,315,10,25.6666666666667,1.5,1.46666666666667,1.3,1.7,3,1.6,1.6,1.16666666666667,1.7,1.33703703703704
GEOG,316,27,108.5,1.8,1.65,1.7,2.75,3,1.65,1.85,1.7,1.9,1.66666666666667
GEOG,318,6.6,17.2,2.06,2.1,1.82,2.48,3,1.66,1.82,1.66,2.08,1.74222222222222
GEOG,319,7.5,22.1666666666667,1.55,1.45,1.41666666666667,1.63333333333333,2.73333333333333,1.46666666666667,1.6,1.41666666666667,1.78333333333333,1.36851851851852
GEOG,321,5.85714285714286,25.8571428571429,1.48571428571429,1.24285714285714,1.31428571428571,1.84285714285714,2.92857142857143,1.55714285714286,1.54285714285714,1.44285714285714,1.72857142857143,1.35079365079365
GEOG,322,20.5,66,1.25,1.15,1.5,1.2,2.9,1.35,1.25,1.3,1.35,1.15
GEOG,324,18.3333333333333,48.5,1.53333333333333,1.36666666666667,1.41666666666667,1.35,2.73333333333333,1.53333333333333,1.76666666666667,1.36666666666667,1.65,1.33148148148148
GEOG,325,18,48.5,1.7,1.7,1.7,1.8,2.8,1.7,2,1.65,2.2,1.60555555555556
GERM,101,11.25,43.5,1.1,1.3,1.175,1.375,3.025,1.2,1.3,1.175,1.25,1.09722222222222
GERM,102,6.5,21.5,1.15,1.1,1.25,1.25,3.05,1.1,1.1,1.15,1.25,1.03888888888889
GERM,114,5.5,17.5,1.6,1.45,1.3,1.25,3,1.15,1.25,1.45,1.45,1.21111111111111
GERM,201,8,18,1.42,1.24,1.5,1.64,2.88,1.58,1.7,1.46,1.48,1.33555555555556
GERM,202,7.66666666666667,13.3333333333333,1.06666666666667,1.13333333333333,1.53333333333333,1.26666666666667,2.9,1.5,1.26666666666667,1.4,1.16666666666667,1.14814814814815
GERM,214,2,22,1,1,1.5,1.5,3,1.5,1.5,1.5,1.5,1.22222222222222
GERM,301,6,15.5,1.45,1.25,1.55,1.55,2.95,1.6,1.55,1.4,1.5,1.31666666666667
GERM,302,4,9,1.2,1,1.2,1.2,2.5,1.2,1.2,1,1,1
GERM,303,4,13,1,1,1.5,1,3,1.5,1.2,1,1.2,1.04444444444444
GERM,304,2,12,1,1,1.5,1,3,1,1,1,1.5,1
GERM,314,6,11,1.5,1.8,1.8,1.3,3,1.5,1.5,1.5,2,1.43333333333333
GLBL,101,28,65,1.65,2.1,1.9,1.9,3.15,1.8,1.75,1.65,2.15,1.65555555555556
GLBL,201,4,35,1.5,2,1,1.2,3.2,1.2,2,1.8,1.5,1.35555555555556
GREE,101,6,18,1.13333333333333,1.06666666666667,1.13333333333333,1.03333333333333,2.8,1.13333333333333,1.1,1.2,1.2,1
GREE,102,2,6,1.5,1.5,1.25,1.25,3,1,1,1,1.5,1.11111111111111
GREE,201,2,3.66666666666667,1.5,1.6,1.6,1.76666666666667,2.33333333333333,1.5,1.5,1.5,1.66666666666667,1.4037037037037
GREE,202,2.5,5,1,1.25,1,1.25,2.65,1,1.25,1,1.25,1
GREE,301,1.66666666666667,2.33333333333333,1,1,1.33333333333333,1.5,3.16666666666667,1,1.16666666666667,1,1.16666666666667,1.01851851851852
GREE,302,1.25,2.25,1,1.25,1.25,1.25,3.125,1,1,1,1.125,0.986111111111111
HIST,112,30.875,120.125,1.325,1.3375,1.45,1.5875,2.8875,1.3875,1.6125,1.375,1.6125,1.29861111111111
HIST,113,38.6666666666667,185,1.46666666666667,1.4,1.53333333333333,2.06666666666667,2.96666666666667,1.46666666666667,1.73333333333333,1.6,1.63333333333333,1.43333333333333
HIST,117,40.75,200.25,1.75,1.675,1.875,2.5,2.85,1.8,2.15,1.9,2.3,1.77222222222222
HIST,118,43.4,188.6,1.64,1.68,1.86,2.26,2.9,1.78,2.1,1.84,2.08,1.69333333333333
HIST,121,66.25,191.25,1.3,1.375,1.475,1.675,2.975,1.5,1.675,1.625,1.625,1.36111111111111
HIST,201,22.6666666666667,80.6666666666667,1.53333333333333,1.56666666666667,1.73333333333333,2.13333333333333,2.86666666666667,1.76666666666667,2.06666666666667,1.83333333333333,2.1,1.63703703703704
HIST,202,24,70,1.4,1.4,1.8,2,2.9,1.8,1.8,1.9,1.7,1.53333333333333
HIST,203,8.66666666666667,37.3333333333333,1.66666666666667,1.46666666666667,1.73333333333333,1.56666666666667,3.16666666666667,1.73333333333333,1.33333333333333,1.43333333333333,1.73333333333333,1.40740740740741
HIST,208,5,64,1,1,1.1,1,3,1,1.3,1.1,1.1,0.955555555555555
HIST,215,8,44,1.5,1.2,1.1,1.1,3,1.2,1.2,1.1,1.2,1.06666666666667
HIST,216,12,63,1.7,1.3,1.5,1.7,2.9,1.4,1.3,1.4,1.4,1.3
HIST,219,11,37,1.55,1.3,1.4,1.6,2.95,1.55,1.75,1.55,1.55,1.36111111111111
HIST,222,11.6666666666667,34.6666666666667,1.06666666666667,1.16666666666667,1.16666666666667,1.1,3,1.16666666666667,1.16666666666667,1.1,1.1,1.0037037037037
HIST,227,13.6666666666667,42.3333333333333,1.16666666666667,1.2,1.2,1.4,2.93333333333333,1.36666666666667,1.46666666666667,1.23333333333333,1.3,1.14814814814815
HIST,230,17,57,1.2,1.4,1.7,1.9,3,1.2,1.4,1.4,1.4,1.28888888888889
HIST,232,9.33333333333333,32.3333333333333,1.33333333333333,1.06666666666667,1.26666666666667,1.5,2.86666666666667,1.26666666666667,1.5,1.53333333333333,1.26666666666667,1.19259259259259
HIST,235,6.33333333333333,30.6666666666667,1.33333333333333,1.43333333333333,1.26666666666667,1.2,3,1.23333333333333,1.46666666666667,1.33333333333333,1.56666666666667,1.2037037037037
HIST,245,24,61.5,1.15,1.55,1.4,1.65,2.35,1.2,1.25,1.35,1.5,1.22777777777778
HIST,248,14.5,38,1.5,1.95,1.75,1.95,2.8,1.5,1.5,1.8,1.9,1.53888888888889
HIST,249,15.5,57,1.15,1.25,1.15,1.25,2.9,1.2,1.2,1.2,1.2,1.06666666666667
HIST,301,13,50,1.35,1.45,1.7,1.55,2.9,1.75,2.65,1.95,1.95,1.59444444444444
HIST,302,23,83,1.4,1.2,1.3,2,2.8,1.2,1.1,1.2,1.5,1.21111111111111
HIST,312,18.5,54,1.1,1.1,1.15,1.1,2.95,1.3,1.35,1.2,1.25,1.06111111111111
HIST,316,19.4285714285714,57.1428571428571,1.3,1.31428571428571,1.38571428571429,1.38571428571429,2.91428571428571,1.52857142857143,1.65714285714286,1.44285714285714,1.65714285714286,1.2968253968254
HIST,317,16.5,51,1.45,1.8,1.45,1.35,2.85,2.05,2.85,1.9,2.45,1.7
HIST,323,8,26.8,1.4,1.64,1.4,1.58,2.96,1.18,1.24,1.24,1.38,1.22888888888889
HIST,329,5.5,25.5,1.7,1.15,1.45,1.45,2.7,1.6,1.9,1.45,1.9,1.4
HIST,331,11.75,52.5,1.375,1.3,1.4,1.35,2.925,1.25,1.425,1.45,1.325,1.20833333333333
HIST,332,23.8,87.8,1.04,1.1,1.1,1.26,2.84,1.06,1.1,1.08,1.08,0.98
HIST,334,19,60,1,1.4,1.1,1.3,2.9,1.1,1.4,1.2,1.2,1.07777777777778
HIST,336,12.8,53.8,1.4,1.22,1.34,1.28,2.86,1.36,1.54,1.42,1.66,1.24666666666667
HIST,339,22,61,1.3,1.2,1.4,1.3,2.9,1.2,1.1,1.2,1.2,1.1
HLWB,101,47.1428571428571,125,1.52857142857143,1.45714285714286,1.6,1.6,3,1.7,1.72857142857143,1.58571428571429,1.77142857142857,1.44126984126984
HLWB,102,40.8571428571429,118,1.41428571428571,1.3,1.47142857142857,1.7,2.98571428571429,1.51428571428571,1.68571428571429,1.45714285714286,1.55714285714286,1.34444444444444
HLWB,103,49.8571428571429,117.285714285714,1.52857142857143,1.48571428571429,1.7,2.15714285714286,2.84285714285714,1.75714285714286,2.21428571428571,1.71428571428571,1.9,1.60634920634921
HLWB,104,27.1666666666667,94.3333333333333,1.4,1.41666666666667,1.5,1.66666666666667,2.95,1.7,1.93333333333333,1.56666666666667,1.66666666666667,1.42777777777778
HLWB,105,41.4285714285714,147.571428571429,1.31428571428571,1.3,1.64285714285714,1.6,2.92857142857143,1.6,1.68571428571429,1.51428571428571,1.6,1.36190476190476
HLWB,201,18.25,81.75,1.8,1.65,1.7,1.95,2.775,1.775,1.9,1.575,2.125,1.60833333333333
HLWB,202,16.2,77.4,1.92,1.52,1.74,2,2.86,1.72,1.98,1.58,2.04,1.61111111111111
HLWB,203,13.8333333333333,49.1666666666667,1.46666666666667,1.5,1.65,2.11666666666667,2.96666666666667,1.76666666666667,2.2,1.66666666666667,1.96666666666667,1.59259259259259
HLWB,204,5.25,32.5,1.25,1.175,1.175,1.3,3,1.3,1.525,1.35,1.4,1.16388888888889
HLWB,205,7.2,30.8,1.4,1.38,1.44,1.52,2.84,1.48,1.7,1.42,1.74,1.34222222222222
HLWB,206,16.6666666666667,43.3333333333333,1.28333333333333,1.16666666666667,1.38333333333333,1.2,2.9,1.3,1.35,1.2,1.33333333333333,1.13518518518519
HLWB,220,24,49,1.1,1.1,1.3,1.2,2.9,1.4,1.45,1.2,1.35,1.12222222222222
HLWB,301,22.5,50,1.3,1.35,1.3,1.45,3,1.35,1.5,1.25,1.3,1.2
HLWB,302,9,37,1.6,1.9,2.3,1.9,2.9,1.9,1.8,1.4,1.8,1.62222222222222
HLWB,303,9,20.6666666666667,2.8,2.23333333333333,2.06666666666667,2.4,2.56666666666667,2.13333333333333,3.03333333333333,2.16666666666667,2.56666666666667,2.15555555555556
HLWB,304,12.5,50.5,1.6,2.1,1.5,1.9,2.95,1.4,1.7,1.45,1.55,1.46666666666667
HLWB,305,9,24.6,1.04,1.04,1.22,1.08,2.96,1.22,1.26,1.18,1.2,1.02666666666667
HLWB,306,9,44,1.9,1.7,1.6,1.4,3,1.9,2.4,1.9,2.2,1.66666666666667
HLWB,308,8,9,1.1,1.5,1.1,1.1,3,1.3,1.3,1.2,1.2,1.08888888888889
HLWB,310,13,45,1.56666666666667,1.63333333333333,1.46666666666667,2.03333333333333,2.96666666666667,1.4,1.4,1.33333333333333,1.56666666666667,1.37777777777778
HLWB,311,14.5,44.5,2.3,2.9,1.9,2.4,3.05,1.8,1.95,1.6,2.6,1.93888888888889
HLWB,312,11.5,27.25,1.05,1.05,1.075,1.175,2.925,1.175,1.15,1.125,1.125,0.991666666666667
HRER,201,17,101.25,1.225,1.25,1.45,1.525,2.925,1.55,1.775,1.575,1.55,1.32222222222222
HRER,207,15.5,89.5,1.85,2.05,1.9,1.9,2.85,1.8,2.05,1.85,2.1,1.72222222222222
HRER,301,10.25,78.75,1.35,1.5,1.6,1.925,2.925,1.575,1.575,1.35,1.65,1.39166666666667
HRER,302,9,61,1.45,1.425,1.45,1.75,2.875,1.4,1.35,1.3,1.325,1.27222222222222
HRER,303,11,64.25,1.475,1.475,1.55,1.875,2.7,1.625,1.925,1.625,1.725,1.475
HRER,304,5.5,46,1.475,1.4,1.7,1.8,2.725,1.7,2.3,1.6,2.3,1.58611111111111
HRER,305,9,43.5,2.25,2.2,2.2,2.15,2.95,2.45,2.85,2.2,2.75,2.11666666666667
HRER,320,1,3,4,2,5,3,2,3,3,3,4,3
IBUS,201,29.8,138,1.52,1.54,1.6,1.78,2.7,1.78,1.96,1.72,1.9,1.53333333333333
IBUS,205,14.75,151,1.75,1.525,1.625,1.725,2.825,1.675,2.025,1.7,2.1,1.56944444444444
IBUS,212,18,140,1.5,1.425,1.65,1.95,2.85,1.75,2.05,1.7,1.975,1.55555555555556
IBUS,303,7.5,78,1.45,1.5,1.75,1.85,2.5,1.75,2,1.6,2.05,1.55
IBUS,305,19.25,113.5,1.6125,1.7375,1.9875,2.2,2.8875,1.8875,2.2,1.8875,2.35,1.7625
IBUS,312,30.2,141.4,1.22,1.28,1.42,1.8,2.94,1.38,1.36,1.34,1.48,1.25333333333333
ICOM,101,11,33,1.2,1.1,1.6,1.4,2.9,1.2,1.4,1.2,1.2,1.14444444444444
ICOM,201,3,13,1.65,1.5,1.65,1.15,2.9,1.5,1.5,1.4,1.4,1.30555555555556
ICOM,202,4.66666666666667,15,1.23333333333333,1.13333333333333,1.13333333333333,1.16666666666667,2.93333333333333,1.06666666666667,1.36666666666667,1.13333333333333,1.03333333333333,1.02962962962963
ICOM,301,13,27,1.2,1.1,1.2,1.3,2.8,1.2,1.3,1.2,1.1,1.06666666666667
ICOM,302,1,9,1,1,1,1,3,1,1,1,1,0.888888888888889
INDN,204,5.6,40,1.64,1.56,1.54,1.46,2.92,1.56,1.82,1.42,1.88,1.43111111111111
INDN,211,9.28571428571429,47,1.75714285714286,1.87142857142857,1.57142857142857,1.55714285714286,2.94285714285714,1.6,1.78571428571429,1.47142857142857,1.82857142857143,1.49365079365079
INDN,212,6.5,47,1.86666666666667,1.73333333333333,1.55,1.83333333333333,2.83333333333333,1.65,2.01666666666667,1.58333333333333,1.86666666666667,1.56666666666667
INDN,241,9,35.625,1.425,1.525,1.725,1.75,2.7625,1.7875,1.7625,1.625,1.925,1.50277777777778
INDN,252,8.11111111111111,39.2222222222222,1.66666666666667,1.68888888888889,1.4,1.52222222222222,2.93333333333333,1.5,1.4,1.38888888888889,1.48888888888889,1.33950617283951
INDN,311,8.375,46,1.8375,1.725,1.7,1.7625,2.9625,1.825,1.7875,1.5,1.875,1.55694444444444
INDN,332,9.375,39.75,2.0375,1.9,1.6875,1.6375,3.0375,1.5625,1.4375,1.4375,1.8125,1.50138888888889
INDN,341,5.875,35.125,1.6,1.525,1.7,1.6625,2.6875,1.9,2.15,1.6375,2.15,1.59166666666667
INDN,342,8,31.4285714285714,1.65714285714286,1.65714285714286,1.77142857142857,1.84285714285714,2.74285714285714,1.78571428571429,1.71428571428571,1.62857142857143,2.01428571428571,1.56349206349206
INDN,390,6.2,35,1.26,1.36,1.56,1.42,2.78,1.74,2.12,1.62,1.74,1.42444444444444
INFO,101,138.3,871.5,1.69,1.6,1.85,2.17,2.88,1.97,2.56,1.99,2.29,1.79111111111111
INFO,102,14.5,87,1.65,1.75,1.8,2.1,2.65,2.05,2.2,1.8,2.5,1.76111111111111
INFO,103,15,137,1.5,1.55,1.55,1.85,2.65,1.75,2.4,1.8,1.9,1.58888888888889
INFO,202,15,129,1.3,1.2,1.4,2.1,3,1.6,1.6,1.4,1.4,1.33333333333333
INFO,203,14,138,1.9,1.5,1.6,1.4,2.8,1.8,2.5,1.9,2,1.62222222222222
INFO,206,5,72,1.8,1.8,2,2.3,3,2.3,2.3,1.8,2,1.81111111111111
INFO,226,23,107.333333333333,2.25,2.01666666666667,2,2.41666666666667,2.73333333333333,2.03333333333333,2.43333333333333,1.96666666666667,2.51666666666667,1.95925925925926
INFO,246,20.875,131,1.9,1.85,1.8,2.0875,2.85,1.8375,2.0625,1.825,2.1875,1.72777777777778
INFO,310,4,65,3.5,3,3.5,3.5,2.8,2.5,4,2.5,3.5,2.88888888888889
INFO,381,10,47.5,2.25,2,3.05,2.6,2.95,3.1,3.25,3.1,2.9,2.47222222222222
INTA,211,12,42,1.66666666666667,1.4,1.56666666666667,1.36666666666667,2.9,1.4,1.3,1.33333333333333,1.6,1.29259259259259
INTA,212,15.75,33.25,2.1,2,1.55,1.575,2.8,1.525,1.525,1.4,1.65,1.48055555555556
INTA,251,13.4,45.2,1.22,1.24,1.54,1.64,2.92,1.54,1.6,1.42,1.54,1.30444444444444
INTA,261,16,50,2,2.5,2.1,2.7,3,2.1,2.5,2,2.3,2.02222222222222
INTA,311,9.6,36.8,1.2,1.38,1.52,1.78,2.9,1.76,1.72,1.62,1.84,1.42444444444444
INTA,321,8.85714285714286,40.7142857142857,1.2,1.15714285714286,1.31428571428571,1.45714285714286,2.77142857142857,1.31428571428571,1.6,1.15714285714286,1.34285714285714,1.17142857142857
INTP,113,88.4,425,1.52,1.46,1.72,2.14,2.92,1.62,1.78,1.62,1.84,1.52222222222222
INTP,115,53.7142857142857,188,1.34285714285714,1.51428571428571,1.5,1.6,2.95714285714286,1.38571428571429,1.4,1.41428571428571,1.51428571428571,1.2968253968254
INTP,204,19,80,1.1,1.175,1.425,1.425,2.9,1.375,1.575,1.475,1.475,1.225
INTP,243,16,86,1.2,1.2,1.4,1.9,2.9,1.2,1.2,1.2,1.4,1.18888888888889
INTP,244,27,128.5,1.45,1.55,1.8,2.05,2.95,1.35,1.6,1.55,1.9,1.47222222222222
INTP,245,38.75,153.75,1.4,1.45,1.575,2.225,2.975,1.475,1.6,1.45,1.65,1.425
INTP,247,32.5,118.833333333333,1.33333333333333,1.25,1.4,1.61666666666667,2.95,1.41666666666667,1.56666666666667,1.41666666666667,1.48333333333333,1.27592592592593
INTP,248,28,116,1.4,1.25,1.6,1.9,3,1.4,1.45,1.45,1.65,1.34444444444444
INTP,250,25,91.5,1.95,1.8,2.1,2.6,2.9,1.9,2.25,1.95,2.6,1.90555555555556
INTP,261,24.3333333333333,71,1.2,1.4,1.26666666666667,1.63333333333333,2.86666666666667,1.33333333333333,1.43333333333333,1.43333333333333,1.33333333333333,1.22592592592593
INTP,302,24.25,103.5,1.3,1.25,1.4,1.825,2.95,1.275,1.275,1.175,1.45,1.21666666666667
INTP,303,20.5,74.3333333333333,1.18333333333333,1.11666666666667,1.21666666666667,1.3,2.95,1.31666666666667,1.43333333333333,1.41666666666667,1.33333333333333,1.1462962962963
INTP,354,17,59,2.05,2.1,1.85,2.05,2.9,2.15,2.7,2.15,2.95,2
INTP,360,21.5,117,1.1,1.1,1.2,1.25,3,1.3,1.25,1.4,1.25,1.09444444444444
INTP,363,27.5,118.833333333333,1.25,1.18333333333333,1.2,1.31666666666667,2.91666666666667,1.31666666666667,1.41666666666667,1.3,1.31666666666667,1.14444444444444
INTP,365,26,80.6666666666667,1.36666666666667,1.33333333333333,1.5,1.53333333333333,2.8,1.43333333333333,1.36666666666667,1.33333333333333,1.63333333333333,1.27777777777778
INTP,370,26,101,1.5,1.3,1.8,2.3,2.9,1.7,1.7,1.8,1.8,1.54444444444444
INTP,371,49,132,1.6,1.5,1.7,2,2.9,1.7,1.9,1.8,2,1.57777777777778
INTP,379,28.5714285714286,108.714285714286,1.27142857142857,1.3,1.47142857142857,1.72857142857143,2.84285714285714,1.48571428571429,1.6,1.45714285714286,1.58571428571429,1.32222222222222
ITAL,101,11.6666666666667,35.3333333333333,1.06666666666667,1.06666666666667,1.13333333333333,1.26666666666667,2.93333333333333,1.2,1.23333333333333,1.16666666666667,1.3,1.04814814814815
ITAL,102,6.66666666666667,14.6666666666667,1.03333333333333,1.03333333333333,1.2,1.06666666666667,2.96666666666667,1.13333333333333,1.03333333333333,1.03333333333333,1.06666666666667,0.955555555555555
ITAL,201,3.66666666666667,7.33333333333333,1.76666666666667,1.63333333333333,1.46666666666667,1.5,2.9,2,1.83333333333333,1.46666666666667,2.03333333333333,1.52222222222222
ITAL,202,3,9.5,1.25,1.75,1.35,1.1,3,1.1,1.1,1,1.1,1.08333333333333
ITAL,207,4,8,1.2,1.2,1,1,2.8,1,1,1,1.2,0.955555555555555
ITAL,301,2,8,1.9,1.15,2.4,1.5,4,1.65,2.15,1.5,2.4,1.62777777777778
ITAL,302,3.25,7.75,1,1.375,1,1,3,1.025,1.125,1.025,1.025,0.952777777777778
ITAL,306,8,13,1,1,1.15,1.1,3.05,1.05,1,1.05,1,0.927777777777778
ITAL,308,7,12,1,1,1,1,3,1,1.1,1.1,1,0.911111111111111
IXXN,201,9.66666666666667,31.6666666666667,1.61666666666667,1.78333333333333,1.56666666666667,1.71666666666667,2.78333333333333,1.43333333333333,1.71666666666667,1.46666666666667,1.68333333333333,1.44259259259259
IXXN,202,3,18,1.8,1.3,1.8,1.3,3,1.8,1.3,1.8,2,1.45555555555556
IXXN,221,10.5,38.5,1.775,1.775,1.575,1.55,2.45,1.55,1.95,1.35,2.075,1.51111111111111
IXXN,302,6.6,24.8,1.12,1.14,1.18,1.08,2.76,1.24,1.36,1.1,1.12,1.03777777777778
IXXN,311,3,14.5,1.15,1.15,1.15,1,2.9,1.55,1.15,1.3,1.15,1.06666666666667
IXXN,341,3.66666666666667,17.6666666666667,2.43333333333333,2.33333333333333,2,1.83333333333333,2.93333333333333,2.03333333333333,2.33333333333333,1.86666666666667,2.33333333333333,1.90740740740741
IXXN,390,7.6,20.4,1.68,1.88,1.64,1.58,2.76,1.7,2,1.7,2.1,1.58666666666667
JAPA,101,32.6666666666667,93.1666666666667,1.13333333333333,1.11666666666667,1.23333333333333,1.26666666666667,2.8,1.23333333333333,1.18333333333333,1.2,1.18333333333333,1.06111111111111
JAPA,102,19.8333333333333,51,1.13333333333333,1.16666666666667,1.3,1.38333333333333,2.88333333333333,1.31666666666667,1.28333333333333,1.21666666666667,1.2,1.11111111111111
JAPA,113,19,62,2.1,2.3,2,1.9,2.9,1.8,2.4,2,2.3,1.86666666666667
JAPA,201,15.3333333333333,51.8333333333333,1.45,1.86666666666667,1.5,2.05,2.83333333333333,1.51666666666667,1.6,1.46666666666667,1.76666666666667,1.46851851851852
JAPA,202,9.33333333333333,41.3333333333333,1.35,1.56666666666667,1.46666666666667,1.66666666666667,2.93333333333333,1.31666666666667,1.36666666666667,1.3,1.51666666666667,1.28333333333333
JAPA,213,8,23.6,2.26,2.44,1.72,1.86,3,1.62,1.7,1.68,2.1,1.70888888888889
JAPA,301,10,36.25,1.6,1.925,1.525,1.6,2.95,1.475,1.6,1.375,1.775,1.43055555555556
JAPA,302,7.5,29,1.25,1.5,1.35,1.1,2.95,1.35,1.35,1.25,1.25,1.15555555555556
JAPA,322,8.75,24.75,1.8,1.825,1.6,1.975,2.8,1.75,1.85,1.7,1.925,1.60277777777778
LAND,211,13.5,34,1.7,1.725,1.7,1.65,2.6,1.85,1.85,1.5,2,1.55277777777778
LAND,212,13.25,34.5,1.9,1.625,1.65,1.625,2.725,1.725,1.575,1.55,1.9,1.50555555555556
LAND,221,9.85714285714286,37.8571428571429,1.61428571428571,1.51428571428571,1.54285714285714,1.81428571428571,2.62857142857143,1.6,1.8,1.47142857142857,1.94285714285714,1.47777777777778
LAND,222,11.3333333333333,37,1.5,1.4,1.6,1.56666666666667,2.83333333333333,1.73333333333333,1.86666666666667,1.5,1.83333333333333,1.44444444444444
LAND,251,18,38.25,1.425,1.525,1.4,2.725,2.825,1.425,1.625,1.425,1.6,1.46111111111111
LAND,261,6,31,2.35,2.25,1.55,1.75,2.55,1.6,2.05,1.6,2.1,1.69444444444444
LAND,311,7,28.3333333333333,1.28333333333333,1.23333333333333,1.35,1.28333333333333,2.68333333333333,1.35,1.61666666666667,1.3,1.4,1.20185185185185
LAND,312,20.5,33.5,1.4,1.35,1.5,1.35,2.9,1.8,1.55,1.55,1.7,1.35555555555556
LAND,321,11,31.6666666666667,1.76666666666667,1.56666666666667,1.63333333333333,1.7,2.86666666666667,1.66666666666667,1.76666666666667,1.63333333333333,2.03333333333333,1.52962962962963
LANG,101,10,33.3333333333333,1.2,1.2,1.33333333333333,1.4,2.8,1.33333333333333,1.26666666666667,1.4,1.36666666666667,1.16666666666667
LANG,201,19.3333333333333,48.3333333333333,1.46666666666667,1.36666666666667,1.4,1.46666666666667,2.93333333333333,1.4,1.43333333333333,1.46666666666667,1.6,1.28888888888889
LANG,202,13.5,36,1.2,1.25,1.1,1.4,3.05,1.25,1.3,1.75,1.4,1.18333333333333
LATI,101,5.75,25.25,1.425,1.4,1.65,2.3,3.05,1.55,1.85,1.775,2.275,1.58055555555556
LATI,102,7,11,1.05,1.05,1.15,1.1,3,1.1,1.15,1.15,1.15,0.988888888888889
LATI,201,3.25,8.75,1.125,1,1.175,1.175,2.875,1.25,1.125,1,1.175,1.00277777777778
LATI,202,5,7,1.1,1.1,1.1,1.1,3.1,1.3,1.1,1.1,1.1,1
LATI,301,3,4,1,1,1,1.3,3,1,1,1,1,0.922222222222222
LATI,302,2.5,4.5,1.1,1,2.5,1.5,3.5,1.5,1.5,1.5,2,1.4
LAWS,121,271.714285714286,645.714285714286,1.15714285714286,1.24285714285714,1.51428571428571,2.18571428571429,2.8,1.35714285714286,1.41428571428571,1.32857142857143,1.55714285714286,1.30634920634921
